Country,Code,Year,Share of the richest quintile in total income or expenditure,Share of the 4th quintile in total income or expenditure,Share of the 3rd quintile in total income or expenditure,Share of the 2nd quintile in total income or expenditure,Share of the poorest quintile in total income or expenditure
Ethiopia - rural,,1981,41.30738167,21.10151882,16.36433066,12.671706,8.555062854
Fiji,FJI,2002,45.41849772,21.6868035,15.23491361,10.97006564,6.689719526
Fiji,FJI,2008,47.76471447,20.46013047,14.36499769,10.76769833,6.642459042
Fiji,FJI,2013,44.67501789,21.30768142,15.16769021,11.33018195,7.519428527
Fiji,FJI,2019,39.41325877,22.48759638,16.806733,12.91647961,8.375932242
Finland,FIN,1987,33.0065187,22.58845059,18.42570898,15.16081562,10.8185061
Finland,FIN,1991,33.62226814,22.57029655,18.18880882,14.89342915,10.72519734
Finland,FIN,1995,34.44636007,22.09177648,17.86753507,14.78055535,10.81377303
Finland,FIN,2000,36.900624,22.13591527,17.42444418,13.97569372,9.563322837
Finland,FIN,2003,37.24240031,22.1429827,17.35038475,13.89924384,9.364988393
Finland,FIN,2004,37.41753871,22.20197338,17.17271168,13.79790304,9.409873195
Finland,FIN,2005,37.21624501,22.20718055,17.31812795,13.7928709,9.465575592
Finland,FIN,2006,37.35250094,22.37184016,17.3290117,13.70222373,9.24442347
Finland,FIN,2007,37.63160466,22.26565006,17.24912574,13.66695938,9.186660156
Finland,FIN,2008,37.23500366,22.3492185,17.32552894,13.81017724,9.280071666
Finland,FIN,2009,36.90090825,22.42230746,17.47818713,13.88069982,9.317897339
Finland,FIN,2010,36.98721727,22.58598834,17.42157513,13.81211836,9.19310089
Finland,FIN,2011,37.10117117,22.38843406,17.3274172,13.8973388,9.285638776
Finland,FIN,2012,36.67591908,22.46826823,17.44904263,13.96742188,9.439348185
Finland,FIN,2013,36.62124319,22.55600191,17.54402397,13.97101336,9.307717576
Finland,FIN,2014,36.4004458,22.50594765,17.55067326,14.10373326,9.439200032
Finland,FIN,2015,36.69930162,22.38848279,17.50207667,14.00515599,9.404982933
Finland,FIN,2016,36.60537647,22.47763944,17.47783632,13.99277086,9.446376913
Finland,FIN,2017,36.90467362,22.34987808,17.42593875,13.95044923,9.369060328
Finland,FIN,2018,36.80880171,22.37584886,17.47658626,14.00373808,9.335025094
Finland,FIN,2019,37.1355133,22.28808921,17.44943091,13.88375801,9.243208572
France,FRA,1978,42.33105451,22.40914914,16.26880406,11.96327054,7.027721762
France,FRA,1984,43.4672765,22.00259654,16.19225853,11.87487105,6.462997379
France,FRA,1989,39.87074653,22.74431914,17.10997371,12.73693002,7.538030598
France,FRA,1994,40.49983172,22.27871967,16.76566705,12.49398859,7.961792981
France,FRA,2000,39.44361136,22.61466873,16.99278502,12.77021638,8.178718523
France,FRA,2003,39.84792797,22.27534176,16.83871592,12.79407843,8.243935914
France,FRA,2004,39.24379893,22.42335158,16.97734599,12.91136252,8.444140982
France,FRA,2005,38.51633756,22.51293783,17.16779816,13.23965739,8.563269052
France,FRA,2006,38.26890798,22.73179668,17.30765305,13.24095766,8.450684622
France,FRA,2007,40.87834745,21.89849245,16.46407888,12.68554959,8.073531629
France,FRA,2008,41.19816352,21.86383175,16.46435392,12.5667071,7.906943711
France,FRA,2009,40.76004186,22.05120952,16.72617963,12.73162805,7.730940937
France,FRA,2010,41.79979489,21.7839727,16.32617739,12.40645182,7.68360321
France,FRA,2011,41.40663084,21.8457622,16.43975278,12.50904157,7.798812615
France,FRA,2012,41.3273589,21.77484359,16.45301521,12.59701619,7.847766112
France,FRA,2013,40.88665296,21.81284463,16.56545275,12.7370789,7.997970754
France,FRA,2014,40.56393968,21.95703016,16.74425382,12.71227674,8.022499596
France,FRA,2015,40.91931248,21.73984543,16.69276231,12.76627238,7.881807399
France,FRA,2016,40.24557102,21.95178409,16.88543285,12.91050042,8.00671162
France,FRA,2017,40.024098,21.9392793,16.94282307,12.98674143,8.107058204
France,FRA,2018,40.80011279,21.55413527,16.70573794,12.90271914,8.037294855
Gabon,GAB,2005,48.67338601,21.08033629,14.36532224,10.06084706,5.820108407
Gabon,GAB,2017,44.36114088,23.00550188,15.7398026,10.84761885,6.045935791
Gambia,GMB,1998,53.94908169,20.27464439,12.90457345,8.56102166,4.310678816
Gambia,GMB,2003,52.81530137,20.70692027,13.04309339,8.663706836,4.770978138
Gambia,GMB,2010,49.83227095,20.49664125,14.14682466,9.825240749,5.699022389
Gambia,GMB,2015,43.60749646,21.75882271,15.66939382,11.57390899,7.390378025
Georgia,GEO,1996,43.62129652,22.65190479,16.24950546,11.34926756,6.128025673
Georgia,GEO,1997,46.09351145,22.82032782,15.57164576,10.39726515,5.117249818
Georgia,GEO,1998,46.62203775,22.22976291,15.47592657,10.47894741,5.193325352
Georgia,GEO,1999,45.89492173,22.51031682,15.55794038,10.6403871,5.396433966
Georgia,GEO,2000,46.2418624,22.37573403,15.4071669,10.60872134,5.366515323
Georgia,GEO,2001,45.82060399,22.13101011,15.38536241,10.87146448,5.791559013
Georgia,GEO,2002,43.9432472,22.44771215,15.99471627,11.29430693,6.320017451
Georgia,GEO,2003,43.1916639,22.95875839,16.17268758,11.40306258,6.273827562
Georgia,GEO,2004,42.64416792,23.06323834,16.50394283,11.54169639,6.246954529
Georgia,GEO,2005,43.75291448,22.84781308,16.03819747,11.20010862,6.160966352
Georgia,GEO,2006,43.48528591,22.78767749,16.03267774,11.3754587,6.318900159
Georgia,GEO,2007,44.60841244,22.35749366,15.74862717,11.11483547,6.170631257
Georgia,GEO,2008,44.98131848,22.32586011,15.69208398,10.94440987,6.056327554
Georgia,GEO,2009,44.68253073,22.45343623,15.68676128,11.04988145,6.127390313
Georgia,GEO,2010,45.47955154,22.51343214,15.59660246,10.71448668,5.695927188
Georgia,GEO,2011,45.67515764,22.31214052,15.54082636,10.83055489,5.641320596
Georgia,GEO,2012,45.28497501,22.36773006,15.6059341,10.80957796,5.931782879
Georgia,GEO,2013,44.92319876,22.53978875,15.58986402,10.83874937,6.108399109
Georgia,GEO,2014,44.29604376,22.347477,15.80815419,11.15387255,6.394452507
Georgia,GEO,2015,43.41703705,22.6295909,15.89195225,11.31779964,6.743620171
Georgia,GEO,2016,43.72299847,22.2330258,15.9103203,11.45666961,6.676985816
Georgia,GEO,2017,44.50979552,22.35319177,15.80327519,11.0721649,6.261572621
Georgia,GEO,2018,43.18663902,22.62632085,16.18826031,11.49890079,6.499879026
Georgia,GEO,2019,42.9249972,22.41009732,16.19664302,11.6717019,6.796560555
Georgia,GEO,2020,41.51109427,22.9072418,16.65405636,11.96684312,6.960764445
Germany,DEU,1991,38.15118446,22.94365167,17.10208166,13.01816206,8.784920156
Germany,DEU,1992,38.09818791,22.65109283,17.14629069,13.25442687,8.850001707
Germany,DEU,1993,37.68667182,22.77254768,17.19356647,13.36257741,8.984636625
Germany,DEU,1994,37.75948186,22.87866022,17.51769326,13.3674215,8.47674316
Germany,DEU,1995,37.69440342,22.74214611,17.47256345,13.48698657,8.603900447
Germany,DEU,1996,37.35938335,22.70414559,17.5123698,13.56497276,8.859128503
Germany,DEU,1997,37.25150812,22.88305084,17.49411133,13.48060495,8.890724771
Germany,DEU,1998,37.21816501,22.95568665,17.40253996,13.4887364,8.934871986
Germany,DEU,1999,37.97366766,22.63942429,17.26521267,13.38415217,8.737543198
Germany,DEU,2000,37.80569688,22.68935092,17.32912271,13.41371828,8.762111224
Germany,DEU,2001,38.89918265,22.42904787,16.96510356,13.12295284,8.583713078
Germany,DEU,2002,38.62827066,22.59400028,17.07149985,13.13864652,8.567582689
Germany,DEU,2003,38.79927045,22.36357786,17.08978054,13.25789688,8.489474274
Germany,DEU,2004,38.98140561,22.46122523,16.93853496,13.1031724,8.515661797
Germany,DEU,2005,40.23640729,22.20507933,16.69759518,12.6767585,8.184159697
Germany,DEU,2006,39.78388987,22.27657933,16.76476096,12.83371122,8.341058612
Germany,DEU,2007,39.94575869,22.12414577,16.76055352,12.8438871,8.325654924
Germany,DEU,2008,39.47689171,22.36244589,16.83903314,12.90462512,8.417004137
Germany,DEU,2009,38.94316165,22.64374677,17.03155234,13.03171369,8.349825547
Germany,DEU,2010,38.88650734,22.52237465,17.12407925,13.07281322,8.394225545
Germany,DEU,2011,39.4433115,22.32119043,16.8940368,12.95804825,8.383413032
Germany,DEU,2012,39.40511279,22.56089321,16.9601858,12.91016327,8.163644923
Germany,DEU,2013,39.81149721,22.34376661,16.87967897,12.81526801,8.1497892
Germany,DEU,2014,39.0988437,22.70986524,17.09017265,13.03474372,8.066374694
Germany,DEU,2015,39.61330781,22.59349218,16.99882408,12.86687095,7.927504984
Germany,DEU,2016,39.55008933,22.64758912,17.08667728,12.86414559,7.851498686
Germany,DEU,2017,39.28580201,22.56253991,17.15119657,13.08097584,7.919485677
Germany,DEU,2018,39.87532974,22.28428585,16.96602306,12.94568066,7.928680689
Ghana,GHA,1987,42.67555228,22.34054429,16.29303625,11.72499642,6.965870756
Ghana,GHA,1988,43.37918129,22.0618272,16.02641081,11.54183751,6.990743188
Ghana,GHA,1991,45.58546935,21.65345974,15.22909087,10.91550373,6.616476315
Ghana,GHA,1998,46.16761172,22.74340886,15.00166519,10.31999644,5.767317786
Ghana,GHA,2005,48.57681982,21.65507022,14.63116901,9.894779612,5.242161344
Ghana,GHA,2012,48.34462768,21.9126311,14.59843234,9.786077167,5.358231718
Ghana,GHA,2016,48.60837043,22.30019332,14.79712996,9.62478481,4.669521479
Greece,GRC,1995,43.17011117,22.90339186,16.45985918,11.54167895,5.924958846
Greece,GRC,2000,41.09393331,23.13503991,16.97727144,12.0043256,6.789429743
Greece,GRC,2003,39.9625915,23.2654031,17.16237409,12.38276856,7.226862752
Greece,GRC,2004,40.75773338,23.00101982,16.90673856,12.28416821,7.050340015
Greece,GRC,2005,41.66640191,22.74981644,16.72501046,12.00037773,6.858393453
Greece,GRC,2006,42.02185205,22.64444778,16.69705716,11.90680456,6.729838454
Greece,GRC,2007,41.129501,22.62558607,16.99518147,12.28034947,6.96938199
Greece,GRC,2008,40.93662854,22.52093584,16.92866774,12.47801233,7.135755545
Greece,GRC,2009,40.90127,22.49465134,17.1039987,12.48249904,7.017580923
Greece,GRC,2010,40.99968766,22.90258696,17.11415848,12.27148402,6.712082878
Greece,GRC,2011,41.04512544,23.30865505,17.34627595,12.16464426,6.135299301
Greece,GRC,2012,42.12205384,23.2071081,17.15455326,11.70963566,5.806649137
Greece,GRC,2013,42.15903243,23.24127242,16.93191855,11.75726138,5.910515231
Greece,GRC,2014,41.8422039,23.32982909,16.99747299,11.89599141,5.934502609
Greece,GRC,2015,41.8283559,23.50572736,17.01462466,11.80724569,5.844046394
Greece,GRC,2016,41.33422962,23.18201483,17.07119415,12.15137143,6.261189969
Greece,GRC,2017,41.06614397,22.95391666,17.09642879,12.2606357,6.622874873
Greece,GRC,2018,40.08392511,23.1178775,17.1984136,12.42228607,7.177497719
Greece,GRC,2019,40.12382622,23.12468198,17.23598821,12.55808581,6.957417787
Guatemala,GTM,1986,61.95537643,18.34843463,10.74884423,6.184412531,2.762932178
Guatemala,GTM,1989,62.8693556,18.77673722,10.52362212,5.682090253,2.148194805
Guatemala,GTM,2000,59.11940882,18.46456289,11.52335345,7.37639377,3.516281071
Guatemala,GTM,2006,58.85182893,19.1642292,11.77954454,7.046071723,3.1583256
Guatemala,GTM,2014,53.59243655,20.09835452,13.21107178,8.596786298,4.501350845
Guinea,GIN,1991,50.2124678,23.89242689,14.56239471,8.293392073,3.039318528
Guinea,GIN,1994,51.99574248,20.64188551,13.3512541,8.796691192,5.214426719
Guinea,GIN,2002,49.37595493,20.93971898,14.1310882,9.763765093,5.789472796
Guinea,GIN,2007,46.26230501,21.96000385,14.79072677,10.6946691,6.292295272
Guinea,GIN,2012,41.50354108,22.37803626,16.38235233,12.18116669,7.554903646
Guinea,GIN,2018,38.17097879,22.94020406,17.33833318,13.05383893,8.496645039
Guinea-Bissau,GNB,1993,49.65341917,21.01005383,14.19082891,9.518782196,5.626915889
Guinea-Bissau,GNB,2002,43.15129086,22.0247055,15.80229479,11.77176004,7.249948808
Guinea-Bissau,GNB,2010,56.70401172,18.2843828,12.2207444,8.302363,4.488498088
Guinea-Bissau,GNB,2018,42.9606542,21.84885337,15.72159491,11.63803463,7.830862882
Guyana,GUY,1998,50.16811459,21.29987327,14.50678378,9.808681776,4.216546581
Haiti,HTI,2001,63.59722558,17.63672082,10.2839027,6.150161172,2.331989727
Haiti,HTI,2012,47.10036824,21.9413903,15.16505698,10.2534661,5.539718376
Honduras,HND,1989,63.31026553,17.81622482,10.23628995,5.874351533,2.762868174
Honduras,HND,1990,61.21501156,18.79465302,10.91792277,6.255527579,2.816885077
Honduras,HND,1991,56.74982328,19.53130624,12.32834743,7.725188221,3.665334833
Honduras,HND,1992,56.92092223,19.18249176,12.23046438,7.803096874,3.863024749
Honduras,HND,1993,57.97060669,19.27720907,11.77183788,7.409835688,3.57051067
Honduras,HND,1994,59.28436728,19.22196014,11.43710186,6.97225909,3.084311626
Honduras,HND,1995,59.8311005,18.9683898,11.26850418,6.819332604,3.112672912
Honduras,HND,1996,59.64692688,19.35785874,11.37493476,6.752815945,2.867463675
Honduras,HND,1997,57.24517352,19.57457209,12.2415645,7.443679716,3.495010179
Honduras,HND,1998,60.78646973,19.28822615,11.46076489,6.362437721,2.102101508
Honduras,HND,1999,58.9518066,20.07481593,11.85462511,6.803787215,2.314965145
Honduras,HND,2001,58.87095419,20.53382025,11.70197009,6.372917365,2.520338097
Honduras,HND,2002,59.39232526,20.00060254,11.47684345,6.509258565,2.620970188
Honduras,HND,2003,61.68170912,19.33508747,10.74869175,5.908051866,2.326459805
Honduras,HND,2004,61.75521882,19.27241743,10.74677163,5.893821524,2.331770597
Honduras,HND,2005,62.92304789,18.9754129,10.56741004,5.637643272,1.896485902
Honduras,HND,2006,60.7934765,19.759766,11.27582396,6.049610708,2.121322831
Honduras,HND,2007,59.95691883,19.50442617,11.19306237,6.538750197,2.806842427
Honduras,HND,2008,59.21532677,19.68624005,11.68955492,6.684111567,2.724766683
Honduras,HND,2009,55.42163593,21.01729416,12.77034886,7.502626205,3.288094845
Honduras,HND,2010,57.1420019,20.62862348,12.0425985,7.066688261,3.120087861
Honduras,HND,2011,56.67514552,20.60981911,12.36930445,7.299351655,3.046379266
Honduras,HND,2012,57.40075964,20.49423632,12.11296844,6.992369704,2.999665906
Honduras,HND,2013,54.26891308,21.51715412,12.9674219,7.792161795,3.454349109
Honduras,HND,2014,54.50043166,21.04426922,13.08139972,7.722887156,3.65101225
Honduras,HND,2015,53.75813706,21.48601028,13.18067849,7.860202652,3.71497151
Honduras,HND,2016,53.87954376,21.89767799,13.32119585,7.678446833,3.223135571
Honduras,HND,2017,53.74784183,21.51354976,13.333709,7.983802723,3.421096684
Honduras,HND,2018,53.06798678,22.10004808,13.46711068,7.990497447,3.374357014
Honduras,HND,2019,52.22794209,22.4595696,13.73733083,7.993477082,3.581680393
Honduras - urban,,1986,59.40337493,19.34546075,11.35655161,6.663032733,3.231579979
Hungary,HUN,1987,32.37588821,22.29661418,18.50956263,15.39859942,11.41933555
Hungary,HUN,1989,35.63373535,22.0982322,17.67948805,14.21502251,10.37352189
Hungary,HUN,1991,38.18970302,22.08547615,17.57888929,14.14399074,8.001940807
Hungary,HUN,1993,37.89902378,21.52085722,17.09291568,13.76834862,9.7188547
Hungary,HUN,1994,41.05972844,22.08486076,16.85802455,12.68574473,7.311641525
Hungary,HUN,1998,36.12270752,22.42260174,17.79272058,14.04898554,9.612984627
Hungary,HUN,1999,37.23535974,22.12712338,17.3259261,13.83296631,9.478624469
Hungary,HUN,2000,36.93636068,22.13047597,17.50265602,13.88799422,9.542513107
Hungary,HUN,2001,36.47484359,22.48466225,17.69773326,13.95511034,9.387650561
Hungary,HUN,2002,36.53677874,22.37216165,17.63920158,13.94046701,9.511391021
Hungary,HUN,2003,39.36614701,22.42290154,17.05851552,12.93307934,8.219356594
Hungary,HUN,2004,38.84978764,22.31152934,17.10864316,13.14381057,8.586229293
Hungary,HUN,2005,38.90954207,22.49584023,17.11356492,13.03536758,8.445685187
Hungary,HUN,2006,37.9006067,22.5460367,17.38992078,13.42007027,8.743365542
Hungary,HUN,2007,39.92401159,21.98214,16.77485503,12.91731093,8.401682451
Hungary,HUN,2008,36.43955958,22.79846131,18.03074989,13.94595282,8.785276398
Hungary,HUN,2009,35.89603713,22.95611451,18.22332338,14.07733485,8.847190134
Hungary,HUN,2010,37.73450146,22.91855046,17.74858493,13.43090373,8.167459415
Hungary,HUN,2011,37.56322975,22.64682339,17.90105131,13.75035765,8.138537895
Hungary,HUN,2012,38.64292465,22.82556253,17.64267282,13.25964074,7.629199267
Hungary,HUN,2013,39.35534721,22.66889174,17.38775556,13.03875853,7.549246954
Hungary,HUN,2014,38.73099063,22.84788801,17.6217784,13.19065536,7.608687592
Hungary,HUN,2015,38.39214228,22.85646434,17.6094088,13.31310957,7.82887501
Hungary,HUN,2016,38.38044497,22.77822668,17.64601442,13.22553842,7.969775499
Hungary,HUN,2017,38.52416666,22.75404084,17.59217521,13.21026812,7.919349165
Hungary,HUN,2018,37.76190015,22.79616795,17.78913816,13.50224191,8.150551842
Hungary,HUN,2019,37.77031917,23.10062771,17.70409889,13.38374968,8.041204544
Iceland,ISL,2003,36.63812455,21.99997219,17.58216734,14.29173608,9.487999837
Iceland,ISL,2004,37.70443288,21.75695641,17.15175154,13.96019298,9.426666193
Iceland,ISL,2005,38.51113254,21.63755377,17.07520992,13.61420997,9.161893804
Iceland,ISL,2006,39.48880882,21.53643206,16.72880934,13.35157391,8.89437587
Iceland,ISL,2007,38.92257159,21.64529725,16.81893825,13.55654791,9.056644996
Iceland,ISL,2008,40.837169,21.17216521,16.40769721,12.94599498,8.636973596
Iceland,ISL,2009,38.09520646,21.78952962,17.28754879,13.75994729,9.067767845
Iceland,ISL,2010,35.99817558,22.10721845,17.94810292,14.4048241,9.541678957
Iceland,ISL,2011,36.24794154,22.39651184,17.97865266,14.11823916,9.258654793
Iceland,ISL,2012,36.32480847,22.33874778,17.83444221,14.20568276,9.29631877
Iceland,ISL,2013,35.34173566,22.50750761,17.90859068,14.38141362,9.86075243
Iceland,ISL,2014,37.33408236,21.88460193,17.56736499,13.81170755,9.40224317
Iceland,ISL,2015,36.46057296,22.21962595,17.66745664,14.15202244,9.500322008
Iceland,ISL,2016,36.77826908,22.25267963,17.52652547,14.08211413,9.360411694
Iceland,ISL,2017,35.91821105,22.25477367,17.89775521,14.23415308,9.695106993
India,IND,1977,42.00546613,21.3970441,16.10836345,12.26274315,8.226383166
India,IND,1983,40.99445323,21.63052963,16.36715204,12.53439079,8.473474316
India,IND,1987,41.75554211,21.07926718,16.03320949,12.41301276,8.718968472
India,IND,1993,41.05711529,21.21915318,16.15552218,12.66416431,8.904045044
India,IND,2004,43.47595751,20.62854501,15.41309904,11.99463484,8.487763599
India,IND,2009,44.23818466,20.48294258,15.18816739,11.82560748,8.265097889
India,IND,2011,44.42103409,20.5345685,15.19221688,11.71784424,8.1343363
India,IND,2015,43.99279165,20.22176217,15.33522899,12.06474051,8.385476674
India,IND,2016,43.97525206,20.28742692,15.34760774,12.04714219,8.34257109
India,IND,2017,45.17531207,20.0503533,14.85673788,11.70163552,8.215961222
India,IND,2018,43.54130746,20.97167389,15.42312448,11.9382082,8.125685964
India,IND,2019,44.71207901,20.11973509,15.21931889,11.8491631,8.099703909
India - rural,,1977,42.78906214,20.72940497,15.94363051,12.26315791,8.274744462
India - rural,,1983,39.25081817,21.87683419,16.91729303,13.07889521,8.876159406
India - rural,,1987,39.55456082,21.5560329,16.63799992,13.05755324,9.193853116
India - rural,,1993,38.47739803,21.56879809,16.88362362,13.46567435,9.604505901
India - rural,,2004,40.22131554,20.99587667,16.35418552,13.02971123,9.398911049
India - rural,,2009,39.7059898,21.163319,16.51772597,13.2039694,9.408995828
India - rural,,2011,40.61393776,21.11321793,16.23538385,12.90182165,9.135638815
India - rural,,2015,40.86326741,20.90819365,16.24755602,12.9046996,9.076283317
India - rural,,2016,40.75943005,20.73996627,16.28307611,13.04854185,9.168985721
India - rural,,2017,41.55174382,20.21708145,15.91109216,12.94947737,9.370605205
India - rural,,2018,40.95638582,20.64746535,16.16951054,13.0007932,9.225845084
India - rural,,2019,40.3838865,21.06086748,16.43499872,13.02611653,9.094130776
India - urban,,1977,43.85405336,21.23961494,15.63548351,11.59398739,7.676860804
India - urban,,1983,41.92429679,21.68599581,16.10277805,12.08072235,8.206207008
India - urban,,1987,43.87130657,21.21178785,15.53114947,11.54282103,7.84293508
India - urban,,1993,42.80023779,21.61723537,15.69797615,11.87580756,8.008743132
India - urban,,2004,45.34379171,21.29112868,15.09799807,11.00183257,7.265248972
India - urban,,2009,46.75909006,20.93783551,14.71412385,10.62524987,6.96370071
India - urban,,2011,46.67814192,20.73821986,14.75339235,10.80628805,7.023957816
India - urban,,2015,46.68238826,20.19560989,14.36552532,11.11263338,7.643843151
India - urban,,2016,46.44102803,20.66132318,14.67868453,10.96106967,7.257894586
India - urban,,2017,47.24850451,20.63367733,14.60987807,10.70281928,6.8051208
India - urban,,2018,43.24334851,22.73234647,15.94268123,11.32199762,6.759626172
India - urban,,2019,47.69240206,20.07289056,14.27640295,10.82200317,7.136301261
Indonesia,IDN,1984,41.99263357,21.73443252,16.05909618,12.14304074,8.070796993
Indonesia,IDN,1987,40.75004542,21.51682216,16.24031177,12.58435213,8.908468515
Indonesia,IDN,1990,41.60224296,21.22767478,15.96643134,12.40981313,8.793837796
Indonesia,IDN,1993,42.39253473,20.98974741,15.71874619,12.22704714,8.671924519
Indonesia,IDN,1996,44.37396078,20.73243863,15.15141259,11.63288383,8.109304175
Indonesia,IDN,1998,41.38875229,21.30743652,16.04165716,12.54717239,8.714981646
Indonesia,IDN,1999,41.43436328,21.00089784,15.99318286,12.62275258,8.948803441
Indonesia,IDN,2000,39.26471078,21.48898956,16.60279278,13.20135802,9.442148856
Indonesia,IDN,2001,39.83481323,21.32669923,16.38833817,13.04992839,9.40022099
Indonesia,IDN,2002,42.16868792,21.0255242,15.75737108,12.26111293,8.787303865
Indonesia,IDN,2003,42.09527475,21.42166584,15.74090989,12.1517668,8.590382723
Indonesia,IDN,2004,42.56786469,21.40803423,15.78386765,12.08461442,8.155619011
Indonesia,IDN,2005,42.80497167,21.23208145,15.71647426,12.00906237,8.237410261
Indonesia,IDN,2006,43.7161162,21.16042038,15.51307102,11.750121,7.860271392
Indonesia,IDN,2007,44.81237229,21.26964519,15.05815591,11.25660621,7.603220397
Indonesia,IDN,2008,44.25770367,21.31633967,15.32151842,11.37610421,7.728334035
Indonesia,IDN,2009,44.35314821,21.08570804,15.24900073,11.47143047,7.840712553
Indonesia,IDN,2010,44.9599356,21.63680686,15.08541923,10.93549946,7.38233886
Indonesia,IDN,2011,47.94424118,20.74770517,14.1976919,10.20125464,6.909107106
Indonesia,IDN,2012,48.12851635,20.51757801,14.12799459,10.22808383,6.997827211
Indonesia,IDN,2013,48.56636453,20.46244718,13.91629794,10.08907817,6.965812178
Indonesia,IDN,2014,47.86076553,20.63690907,14.23531771,10.22661989,7.040387805
Indonesia,IDN,2015,47.92035561,20.5081719,14.33253324,10.35999114,6.878948112
Indonesia,IDN,2016,46.47177179,21.53210601,14.81686357,10.37442907,6.804829564
Indonesia,IDN,2017,45.9264081,21.81569293,14.95147681,10.56510778,6.741314375
Indonesia,IDN,2018,45.58534711,21.86896118,15.03973545,10.67502164,6.830934619
Indonesia,IDN,2019,44.96614001,21.88554112,15.20200233,10.89357342,7.052743119
Indonesia,IDN,2020,45.02068276,21.81096855,15.21867206,10.89530671,7.05436991
Indonesia,IDN,2021,45.41920494,21.49653004,15.12317818,10.91554145,7.045545388
Indonesia - rural,,1984,38.4723329,22.15187348,17.14556489,13.25297013,8.977258593
Indonesia - rural,,1987,37.65598079,21.87000081,17.10719911,13.57150008,9.795319212
Indonesia - rural,,1990,36.71307452,21.98202116,17.41877846,13.87790101,10.00822484
Indonesia - rural,,1993,36.38087966,22.00459023,17.38607195,14.00941479,10.21904337
Indonesia - rural,,1996,37.67079887,21.78495754,17.06637651,13.6600544,9.81781268
Indonesia - rural,,1998,36.00554215,22.06198922,17.57279271,14.22898478,10.13069114
Indonesia - rural,,1999,35.31108254,22.14297435,17.72694663,14.42017692,10.39881956
Indonesia - rural,,2000,34.89349835,22.11692696,17.800349,14.55678307,10.63244261
Indonesia - rural,,2001,34.86446989,21.9336371,17.80392298,14.6112455,10.78672453
Indonesia - rural,,2002,36.18679487,21.94062039,17.34626915,14.0599741,10.46634149
Indonesia - rural,,2003,35.86433266,22.17787124,17.51483868,14.093211,10.34974642
Indonesia - rural,,2004,36.37652756,22.44781301,17.59904218,13.80114179,9.775475452
Indonesia - rural,,2005,37.88215894,21.77895854,17.03907194,13.62610698,9.673703596
Indonesia - rural,,2006,38.47521445,21.856715,16.96862577,13.43866627,9.260778519
Indonesia - rural,,2007,39.57152667,21.82726513,16.54125346,12.92748378,9.132470956
Indonesia - rural,,2008,39.36271696,21.87284922,16.70633238,12.90478451,9.153316936
Indonesia - rural,,2009,39.1059024,21.75088633,16.69823365,13.12526486,9.31971276
Indonesia - rural,,2010,40.23949035,22.44423304,16.33646245,12.2884249,8.691389267
Indonesia - rural,,2011,42.58303046,21.81485069,15.63888888,11.68762232,8.275607655
Indonesia - rural,,2012,41.82660465,21.72744035,15.84328002,12.00251991,8.600155068
Indonesia - rural,,2013,41.00208575,21.88861172,16.07603658,12.26675837,8.766507588
Indonesia - rural,,2014,40.6519013,22.1279393,16.27664507,12.24290511,8.700609226
Indonesia - rural,,2015,42.04868173,21.48967348,16.04046157,12.10843947,8.31274375
Indonesia - rural,,2016,41.10280266,22.03578331,16.46110737,12.15976767,8.240538987
Indonesia - rural,,2017,39.99389086,23.04794962,16.60117266,12.27962588,8.077360978
Indonesia - rural,,2018,40.26451573,23.05810869,16.53124788,12.16916608,7.976961604
Indonesia - rural,,2019,39.73643552,23.02315986,16.64588915,12.38506513,8.209450331
Indonesia - rural,,2020,39.7671389,22.9754737,16.63250243,12.3848424,8.240042567
Indonesia - rural,,2021,39.74087809,22.84412269,16.73602191,12.46191497,8.217062343
Indonesia - urban,,1984,41.54584816,21.96934013,16.38760318,12.20400173,7.893206801
Indonesia - urban,,1987,41.31084101,21.89722667,16.35232091,12.26427104,8.175340365
Indonesia - urban,,1990,42.99262888,21.61733243,15.7924912,11.69643996,7.901107519
Indonesia - urban,,1993,43.63127579,21.45077518,15.48650298,11.61640677,7.815039284
Indonesia - urban,,1996,45.35220396,21.19161005,15.07797117,11.08558762,7.292627192
Indonesia - urban,,1998,42.2137381,21.71254623,15.91999263,12.0602499,8.093473134
Indonesia - urban,,1999,43.82949422,20.83559084,15.4747186,11.7669055,8.093290851
Indonesia - urban,,2000,40.78992216,21.54712398,16.27017311,12.64501017,8.747770582
Indonesia - urban,,2001,40.94062561,21.48067032,16.25027904,12.55284199,8.775583043
Indonesia - urban,,2002,42.95803128,21.13285358,15.54478148,11.95666825,8.407665418
Indonesia - urban,,2003,42.38665245,21.94743109,15.8162919,11.79818082,8.051443742
Indonesia - urban,,2004,42.72752054,21.73457703,15.74095319,11.79861949,7.998329745
Indonesia - urban,,2005,42.74199736,21.42303154,15.64567192,12.09425593,8.095043254
Indonesia - urban,,2006,43.70582027,21.34193519,15.53618992,11.69337734,7.72267728
Indonesia - urban,,2007,44.77914524,21.62836856,15.21215401,11.07943717,7.300895021
Indonesia - urban,,2008,44.45046193,21.60718945,15.39188788,11.21960335,7.330857387
Indonesia - urban,,2009,44.92950916,21.37151599,15.20583701,11.16606567,7.327072172
Indonesia - urban,,2010,45.43839962,21.96997578,15.02354691,10.61386829,6.954209396
